FIPS,Percent_Rural
38017,10.4
38019,100.0
38021,100.0
38023,100.0
38025,100.0
38027,100.0
38029,100.0
38031,100.0
38033,100.0
38035,16.8
38037,100.0
38039,100.0
38041,100.0
38043,100.0
38045,100.0
38047,100.0
38049,100.0
38051,100.0
38053,100.0
38055,100.0
38057,65.0
38059,31.9
38061,100.0
38063,100.0
38065,100.0
38067,100.0
38069,35.2
38071,35.0
38073,100.0
38075,100.0
38077,52.0
38079,100.0
38081,100.0
38083,100.0
38085,100.0
38087,100.0
38089,27.3
38091,100.0
38093,27.6
38095,100.0
38097,100.0
38099,62.1
38101,21.9
38103,100.0
38105,32.5
39001,89.0
39003,25.9
39005,61.9
39007,46.4
39009,43.2
39011,39.1
39013,54.7
39015,76.6
39017,9.3
39019,71.0
39021,70.8
39023,23.6
39025,22.7
39027,54.6
39029,43.9
39031,61.5
39033,35.3
39035,0.6
39037,66.3
39039,43.9
39041,19.3
39043,26.5
39045,34.7
39047,47.8
39049,1.4
39051,56.2
39053,81.4
39055,64.0
39057,14.9
39059,61.4
39061,2.2
39063,31.1
39065,55.4
39067,84.1
39069,69.1
39071,73.0
39073,70.8
39075,93.0
39077,50.3
39079,64.6
39081,39.0
39083,55.7
39085,6.5
39087,45.9
39089,35.5
39091,56.9
39093,11.7
39095,4.7
39097,48.5
39099,15.2
39101,30.3
39103,29.8
39105,81.3
39107,61.4
39109,30.8
39111,97.7
39113,4.3
39115,81.5
39117,88.8
39119,47.0
39121,62.5
39123,49.4
39125,81.9
39127,75.2
39129,49.9
39131,74.2
39133,32.8
39135,69.2
39137,84.7
39139,32.1
39141,58.7
39143,44.1
39145,54.3
39147,47.5
39149,51.1
39151,13.5
39153,3.9
39155,27.3
39157,41.6
39159,50.0
39161,50.7
39163,100.0
39165,17.3
39167,56.6
39169,51.0
39171,63.6
39173,29.5
39175,57.4
40001,83.3
40003,100.0
40005,100.0
40007,100.0
40009,32.7
40011,57.4
40013,61.3
40015,80.0
40017,22.5
40019,56.1
40021,60.0
40023,66.9
40025,100.0
40027,16.9
40029,100.0
40031,21.8
40033,59.5
40035,60.1
40037,53.9
40039,30.3
40041,81.1
40043,100.0
40045,100.0
40047,21.4
40049,68.7
40051,63.9
40053,100.0
40055,52.7
40057,100.0
40059,100.0
40061,77.7
40063,58.8
40065,24.8
40067,100.0
40069,100.0
40071,24.5
40073,72.4
40075,61.7
40077,73.3
40079,72.9
40081,92.1
40083,55.4
40085,100.0
40087,77.2
40089,69.3
40091,87.3
40093,100.0
40095,72.1
40097,77.4
40099,45.7
40101,41.1
40103,56.3
40105,57.9
40107,74.1
40109,6.3
40111,48.6
40113,59.5
40115,49.3
40117,81.1
40119,33.7
40121,51.9
40123,53.6
40125,50.7
40127,100.0
40129,100.0
40131,50.3
40133,64.7
40135,66.6
40137,43.3
40139,45.1
40141,51.2
40143,4.8
40145,37.5
40147,23.9
40149,75.3
40151,36.7
40153,43.5
41001,41.0
41003,18.8
41005,18.1
41007,39.0
41009,43.6
41011,38.4
41013,48.0
41015,38.7
41017,27.6
41019,41.2
41021,100.0
41023,100.0
41025,44.3
41027,52.2
41029,20.1
41031,63.1
41033,45.0
41035,37.6
41037,63.3
41039,17.5
41041,37.6
41043,31.6
41045,48.4
41047,13.1
41049,45.9
41051,1.3
41053,19.9
41055,100.0
41057,69.6
41059,29.1
41061,42.1
41063,100.0
41065,33.1
41067,5.6
41069,100.0
41071,22.6
42001,53.7
42003,2.5
42005,67.5
42007,25.8
42009,83.8
42011,23.7
42013,23.4
42015,72.2
42017,8.8
42019,42.0
42021,32.0
42023,47.4
42025,47.2
42027,32.2
42029,13.3
42031,76.6
42033,53.8
42035,45.7
42037,40.9
42039,63.7
42041,22.2
42043,13.3
42045,0.5
42047,55.7
42049,20.0
42051,47.9
42053,100.0
42055,40.4
42057,100.0
42059,66.8
42061,68.7
42063,60.1
42065,61.5
42067,82.3
42069,16.3
42071,21.3
42073,40.3
42075,26.6
42077,7.9
42079,20.0
42081,36.3
42083,63.5
42085,44.5
42087,50.5
42089,38.4
42091,2.9
42093,53.8
42095,12.8
42097,34.9
42099,88.5
42101,0.0
42103,70.8
42105,100.0
42107,36.5
42109,66.8
42111,70.8
42113,100.0
42115,84.0
42117,90.1
42119,42.8
42121,54.8
42123,55.0
42125,30.8
42127,88.1
42129,25.4
42131,83.5
42133,24.7
44001,1.1
44003,8.0
44005,12.1
44007,5.5
44009,30.8
45001,78.6
45003,37.0
45005,68.3
45007,37.9
45009,54.5
45011,82.5
45013,19.6
45015,29.0
45017,100.0
45019,10.9
45021,61.0
45023,71.8
45025,73.8
45027,85.7
45029,75.6
45031,57.8
45033,69.5
45035,19.5
45037,73.3
45039,78.3
45041,38.5
45043,41.5
45045,12.6
45047,39.8
45049,78.5
45051,30.4
45053,66.7
45055,57.7
45057,50.0
45059,64.2
45061,72.0
45063,25.3
45065,100.0
45067,60.8
45069,55.0
45071,67.8
45073,64.9
45075,63.8
45077,35.8
45079,9.1
45081,80.5
45083,27.4
45085,32.0
45087,65.4
45089,81.9
45091,23.0
46003,100.0
46005,27.4
46007,100.0
46009,100.0
46011,29.7
46013,28.9
46015,100.0
46017,100.0
46019,48.2
46021,100.0
46023,100.0
46025,100.0
46027,24.3
46029,22.5
46031,100.0
46033,100.0
46035,23.3
46037,100.0
46039,100.0
46041,64.1
46043,100.0
46045,100.0
46047,50.0
46049,100.0
46051,55.4
46053,100.0
46055,100.0
46057,100.0
46059,100.0
46061,100.0
46063,100.0
46065,25.3
46067,100.0
46069,100.0
46071,100.0
46073,100.0
46075,100.0
46077,100.0
46079,44.9
46081,36.9
46083,29.3
46085,100.0
46087,100.0
46089,100.0
46091,100.0
46093,38.0
46095,100.0
46097,100.0
46099,13.6
46101,100.0
46102,
46103,20.8
46105,100.0
46107,100.0
46109,100.0
46111,100.0
46115,100.0
46117,42.5
46119,100.0
46121,100.0
46123,48.5
46125,100.0
46127,61.4
46129,36.4
46135,34.8
46137,73.5
47001,34.7
47003,55.6
47005,78.5
47007,100.0
47009,32.6
47011,33.0
47013,55.0
47015,81.1
47017,83.1
47019,41.0
47021,83.0
47023,65.2
47025,71.6
47027,100.0
47029,67.5
47031,47.3
47033,67.4
47035,60.9
47037,3.4
47039,100.0
47041,78.4
47043,67.8
47045,42.9
47047,79.0
47049,100.0
47051,69.6
47053,47.7
47055,73.7
47057,100.0
47059,65.2
47061,100.0
47063,21.9
47065,10.0
47067,100.0
47069,80.2
47071,67.9
47073,57.9
47075,47.4
47077,76.4
47079,66.8
47081,100.0
47083,100.0
47085,82.5
47087,100.0
47089,59.5
47091,85.2
47093,10.9
47095,100.0
47097,58.7
47099,75.9
47101,70.2
47103,72.5
47105,40.6
47107,60.3
47109,85.3
47111,79.6
47113,25.8
47115,77.0
47117,65.8
47119,41.6
47121,100.0
47123,76.1
47125,19.7
47127,99.9
47129,99.9
47131,61.6
47133,84.2
47135,100.0
47137,100.0
47139,100.0
47141,35.0
47143,68.0
47145,51.0
47147,53.2
47149,17.0
47151,80.6
47153,73.8
47155,56.6
47157,2.8
47159,82.9
47161,100.0
47163,25.6
47165,27.9
47167,55.1
47169,100.0
47171,44.7
47173,100.0
47175,100.0
47177,61.4
47179,26.4
47181,100.0
47183,67.0
47185,78.2
47187,19.4
47189,38.5
48001,67.1
48003,16.5
48005,43.1
48007,27.3
48009,89.0
48011,100.0
48013,60.7
48015,66.3
48017,28.8
48019,100.0
48021,63.9
48023,100.0
48025,43.0
48027,15.2
48029,4.5
48031,100.0
48033,100.0
48035,81.2
48037,35.4
48039,22.5
48041,12.1
48043,34.9
48045,100.0
48047,31.8
48049,40.4
48051,76.7
48053,55.7
48055,42.3
48057,44.7
48059,72.2
48061,8.4
48063,61.5
48065,95.2
48067,74.0
48069,45.8
48071,45.7
48073,63.0
48075,33.1
48077,74.6
48079,100.0
48081,100.0
48083,51.5
48085,5.2
48087,100.0
48089,62.6
48091,46.1
48093,71.5
48095,100.0
48097,59.0
48099,19.4
48101,100.0
48103,10.7
48105,22.7
48107,100.0
48109,100.0
48111,23.5
48113,0.7
48115,16.3
48117,17.7
48119,100.0
48121,6.9
48123,49.6
48125,100.0
48127,39.5
48129,100.0
48131,67.0
48133,60.3
48135,9.5
48137,100.0
48139,32.0
48141,2.2
48143,46.3
48145,67.4
48147,70.5
48149,67.1
48151,100.0
48153,53.3
48155,100.0
48157,5.5
48159,69.1
48161,66.5
48163,22.2
48165,63.0
48167,6.1
48169,22.3
48171,53.7
48173,100.0
48175,100.0
48177,65.3
48179,19.4
48181,43.2
48183,13.4
48185,68.9
48187,26.2
48189,23.1
48191,100.0
48193,64.4
48195,40.3
48197,100.0
48199,51.5
48201,1.2
48203,56.1
48205,57.3
48207,47.6
48209,31.7
48211,27.0
48213,60.1
48215,5.1
48217,76.3
48219,39.8
48221,32.8
48223,59.6
48225,73.5
48227,20.1
48229,100.0
48231,56.6
48233,22.6
48235,100.0
48237,53.2
48239,61.8
48241,78.2
48243,100.0
48245,8.4
48247,17.4
48249,40.1
48251,37.9
48253,85.1
48255,38.4
48257,48.8
48259,58.2
48261,100.0
48263,100.0
48265,41.1
48267,44.3
48269,100.0
48271,20.5
48273,18.9
48275,100.0
48277,47.1
48279,57.7
48281,68.3
48283,46.4
48285,81.3
48287,69.7
48289,100.0
48291,63.2
48293,53.6
48295,100.0
48297,100.0
48299,45.2
48301,100.0
48303,11.3
48305,56.7
48307,35.3
48309,23.4
48311,100.0
48313,67.4
48315,100.0
48317,100.0
48319,100.0
48321,36.4
48323,9.3
48325,61.6
48327,100.0
48329,12.3
48331,56.2
48333,100.0
48335,36.7
48337,58.9
48339,22.7
48341,16.8
48343,78.4
48345,100.0
48347,46.5
48349,52.7
48351,100.0
48353,32.7
48355,6.4
48357,13.9
48359,100.0
48361,35.2
48363,50.2
48365,72.7
48367,56.1
48369,60.0
48371,39.8
48373,77.6
48375,9.0
48377,40.5
48379,93.2
48381,14.4
48383,13.3
48385,100.0
48387,75.7
48389,14.5
48391,60.7
48393,100.0
48395,73.9
48397,16.0
48399,40.8
48401,65.9
48403,100.0
48405,100.0
48407,100.0
48409,19.7
48411,49.4
48413,100.0
48415,31.7
48417,100.0
48419,79.4
48421,100.0
48423,31.6
48425,100.0
48427,23.7
48429,39.4
48431,100.0
48433,100.0
48435,18.8
48437,37.6
48439,1.3
48441,16.0
48443,100.0
48445,24.7
48447,100.0
48449,50.6
48451,15.6
48453,5.5
48455,77.2
48457,78.1
48459,79.3
48461,100.0
48463,31.4
48465,10.2
48467,75.0
48469,26.6
48471,45.6
48473,61.6
48475,27.9
48477,53.5
48479,2.6
48481,49.9
48483,100.0
48485,10.7
48487,21.9
48489,34.6
48491,12.0
48493,85.9
48495,18.1
48497,72.1
48499,74.2
48501,37.3
48503,33.6
48505,23.5
48507,38.0
49001,56.5
49003,31.1
49005,15.7
49007,33.7
49009,100.0
49011,0.9
49013,68.2
49015,73.6
49017,100.0
49019,25.4
49021,22.6
49023,43.5
49025,54.9
49027,73.9
49029,62.8
49031,100.0
49033,100.0
49035,0.9
49037,77.9
49039,40.9
49041,64.7
49043,39.2
49045,17.7
49047,46.8
49049,3.3
49051,26.9
49053,15.2
49055,100.0
49057,5.8
50001,78.4
50003,64.5
50005,74.4
50007,26.0
50009,100.0
50011,71.7
50013,100.0
50015,100.0
50017,97.2
50019,85.3
50021,61.0
50023,52.8
50025,68.2
50027,75.6
51001,100.0
51003,45.0
51005,52.4
51007,100.0
51009,63.7
51011,100.0
51013,0.0
51015,66.4
51017,100.0
51019,78.4
51021,100.0
51023,64.1
51025,75.5
51027,100.0
51029,100.0
51031,61.1
51033,78.4
51035,97.1
51036,100.0
51037,100.0
51041,5.9
51043,69.5
51045,100.0
51047,61.9
51049,96.0
51051,100.0
51053,71.2
51057,77.3
51059,1.4
51061,57.5
51063,100.0
51065,62.9
51067,89.2
51069,44.8
51071,66.3
51073,64.6
51075,97.0
51077,99.9
51079,51.2
51081,87.0
51083,77.1
51085,39.1
51087,4.3
51089,60.7
51091,100.0
51093,57.4
51095,15.9
51097,100.0
51099,73.2
51101,83.2
51103,100.0
51105,99.6
51107,12.6
51109,100.0
51111,100.0
51113,100.0
51115,100.0
51117,77.8
51119,100.0
51121,24.9
51125,100.0
51127,100.0
51131,100.0
51133,100.0
51135,52.3
51137,57.8
51139,80.2
51141,100.0
51143,85.6
51145,99.7
51147,63.2
51149,53.4
51153,4.2
51155,46.9
51157,100.0
51159,100.0
51161,18.5
51163,91.6
51165,59.3
51167,88.2
51169,82.1
51171,66.6
51173,75.3
51175,98.0
51177,32.3
51179,19.8
51181,100.0
51183,100.0
51185,51.9
51187,50.4
51191,71.7
51193,78.8
51195,56.7
51197,75.3
51199,6.1
51510,0.0
51520,0.0
51530,3.9
51540,0.0
51550,7.6
51570,0.0
51580,0.0
51590,4.5
51595,6.3
51600,0.0
51610,0.0
51620,3.3
51630,1.2
51640,13.7
51650,0.2
51660,0.0
51670,0.0
51678,0.0
51680,2.7
51683,0.0
51685,0.0
51690,0.0
51700,0.0
51710,0.0
51720,2.6
51730,2.1
51735,6.5
51740,0.0
51750,2.9
51760,0.0
51770,0.0
51775,0.0
51790,3.7
51800,21.6
51810,1.5
51820,2.5
51830,0.0
51840,0.0
53001,40.2
53003,6.7
53005,10.6
53007,27.2
53009,35.5
53011,13.8
53013,34.3
53015,28.7
53017,26.6
53019,100.0
53021,13.3
53023,100.0
53025,38.7
53027,40.1
53029,46.9
53031,57.5
53033,3.2
53035,16.7
53037,40.1
53039,60.2
53041,60.7
53043,100.0
53045,63.7
53047,80.0
53049,64.8
53051,83.1
53053,6.6
53055,100.0
53057,29.0
53059,100.0
53061,10.8
53063,13.7
53065,79.2
53067,21.0
53069,100.0
53071,17.1
53073,25.9
53075,27.5
53077,23.5
54001,83.7
54003,31.6
54005,81.4
54007,100.0
54009,42.1
54011,21.6
54013,100.0
54015,100.0
54017,100.0
54019,57.9
54021,60.7
54023,78.7
54025,69.7
54027,100.0
54029,30.3
54031,80.5
54033,37.0
54035,71.4
54037,48.4
54039,25.2
54041,69.0
54043,100.0
54045,70.8
54047,86.0
54049,41.5
54051,49.0
54053,65.0
54055,40.7
54057,64.6
54059,89.7
54061,26.9
54063,88.5
54065,100.0
54067,87.2
54069,23.1
54071,100.0
54073,54.5
54075,100.0
54077,90.5
54079,35.8
54081,39.3
54083,62.4
54085,100.0
54087,80.0
54089,72.1
54091,59.7
54093,100.0
54095,91.1
54097,64.0
54099,65.2
54101,100.0
54103,53.9
54105,100.0
54107,26.8
54109,88.9
55001,100.0
55003,54.9
55005,65.9
55007,100.0
55009,14.5
55011,100.0
55013,100.0
55015,27.5
55017,46.1
55019,91.7
55021,60.7
55023,62.4
55025,12.3
55027,48.6
55029,69.0
55031,38.8
55033,59.3
55035,23.0
55037,100.0
55039,35.1
55041,100.0
55043,64.5
55045,60.2
55047,74.3
55049,79.9
55051,67.8
55053,72.2
55055,34.1
55057,83.5
55059,10.7
55061,72.3
55063,16.8
55065,100.0
55067,59.2
55069,54.0
55071,38.9
55073,43.0
55075,61.8
55077,100.0
55078,100.0
55079,0.2
55081,57.7
55083,81.3
55085,75.0
55087,24.7
55089,24.9
55091,100.0
55093,53.6
55095,85.5
55097,36.0
55099,100.0
55101,12.3
55103,72.1
55105,20.4
55107,76.6
55109,53.2
55111,46.1
55113,84.2
55115,74.4
55117,28.3
55119,80.4
55121,89.6
55123,85.7
55125,100.0
55127,34.2
55129,83.2
55131,30.8
55133,9.9
55135,64.9
55137,89.5
55139,13.4
55141,36.7
56001,11.9
56003,100.0
56005,29.1
56007,41.6
56009,55.4
56011,100.0
56013,51.4
56015,46.0
56017,31.5
56019,49.0
56021,19.8
56023,82.7
56025,14.4
56027,100.0
56029,44.2
56031,58.6
56033,35.5
56035,100.0
56037,10.9
56039,46.4
56041,43.1
56043,36.0
56045,54.5
